CATEGORIA_ID's;GRUPOS;CATEGORIAS
Y44;Y40 Y59 Efeitos adversos de drogas;Y44 Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue
Y45;Y40 Y59 Efeitos adversos de drogas;Y45 Efeitos adversos de substâncias analgésicas
Y46;Y40 Y59 Efeitos adversos de drogas;Y46 Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas
Y47;Y40 Y59 Efeitos adversos de drogas;Y47 Efeitos adversos de sedativos
Y48;Y40 Y59 Efeitos adversos de drogas;Y48 Efeitos adversos de anestésicos e gases terapêuticos
Y49;Y40 Y59 Efeitos adversos de drogas;Y49 Efeitos adversos de substâncias psicotrópicas
Y50;Y40 Y59 Efeitos adversos de drogas;Y50 Efeitos adversos de estimulantes do sistema nervoso central
Y51;Y40 Y59 Efeitos adversos de drogas;Y51 Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo
Y52;Y40 Y59 Efeitos adversos de drogas;Y52 Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular
Y53;Y40 Y59 Efeitos adversos de drogas;Y53 Efeitos adversos de substâncias que atuam primariamente sobre o aparelho gastrointestinal
Y54;Y40 Y59 Efeitos adversos de drogas;Y54 Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água
Y55;Y40 Y59 Efeitos adversos de drogas;Y55 Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório
Y56;Y40 Y59 Efeitos adversos de drogas;Y56 Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico
Y57;Y40 Y59 Efeitos adversos de drogas;Y57 Efeitos adversos de outras drogas e medicamentos e as não especificadas
Y58;Y40 Y59 Efeitos adversos de drogas;Y58 Efeitos adversos de vacinas bacterianas
Y59;Y40 Y59 Efeitos adversos de drogas;Y59 Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas
Y60;Y60 Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos;Y60 Corte
Y61;Y60 Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos;Y61 Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos
Y62;Y60 Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos;Y62 Assepsia insuficiente durante a prestação de cuidados cirúrgicos e médicos
Y63;Y60 Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos;Y63 Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos
Y64;Y60 Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos;Y64 Medicamentos ou substâncias biológicas contaminados
Y65;Y60 Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos;Y65 Outros acidentes durante a prestação de cuidados médicos e cirúrgicos
Y66;Y60 Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos;Y66 Não administração de cuidado médico e cirúrgico
Y69;Y60 Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos;Y69 Acidente não especificado durante a prestação de cuidado médico e cirúrgico
Y70;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y70 Dispositivos (aparelhos) de anestesiologia
Y71;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y71 Dispositivos (aparelhos) cardiovasculares
Y72;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y72 Dispositivos (aparelhos) utilizados em otorrinolaringologia
Y73;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y73 Dispositivos (aparelhos) usados em gastroenterologia e em urologia
Y74;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y74 Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal
Y75;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y75 Dispositivos (aparelhos) utilizados em neurologia
Y76;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y76 Dispositivos (aparelhos) utilizados em obstetrícia e em ginecologia
Y77;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y77 Dispositivos (aparelhos) utilizados em oftalmologia
Y78;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y78 Dispositivos (aparelhos) utilizados em radiologia
Y79;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y79 Dispositivos (aparelhos) ortopédicos
Y80;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y80 Dispositivos (aparelhos) utilizados em medicina física (fisiatria)
Y81;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y81 Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica
Y82;Y70 Y82 Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos;Y82 Outros dispositivos (aparelhos) associados a incidentes adversos e os não especificados
Y83;Y83 Y84 Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo ;Y83 Reação anormal em paciente ou complicação tardia
Y84;Y83 Y84 Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo ;Y84 Reação anormal em paciente ou complicação tardia
Y85;Y85 Y89 Seqüelas de causas externas de morbidade e de mortalidade;Y85 Seqüelas de acidentes de transporte
Y86;Y85 Y89 Seqüelas de causas externas de morbidade e de mortalidade;Y86 Seqüelas de outros acidentes
Y87;Y85 Y89 Seqüelas de causas externas de morbidade e de mortalidade;Y87 Seqüelas de uma lesão autoprovocada intencionalmente
Y88;Y85 Y89 Seqüelas de causas externas de morbidade e de mortalidade;Y88 Seqüelas de cuidado médico ou cirúrgico considerados como uma causa externa
Y89;Y85 Y89 Seqüelas de causas externas de morbidade e de mortalidade;Y89 Seqüelas de outras causas externas
Y90;Y90 Y98 Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte;Y90 Evidência de alcoolismo determinada por taxas de alcoolemia
Y91;Y90 Y98 Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte;Y91 Evidência de alcoolismo determinada pelo nível da intoxicação
Y95;Y90 Y98 Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte;Y95 Circunstância relativa as condições nosocomiais (hospitalares)
Y96;Y90 Y98 Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte;Y96 Circunstância relativa às condições de trabalho
Y97;Y90 Y98 Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte;Y97 Circunstâncias relativas a condições de poluição ambiental
Y98;Y90 Y98 Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte;Y98 Circunstâncias relativas a condições do modo de vida
Z00;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;Z00 Exame geral e investigação de pessoas sem queixas ou diagnóstico relatado
Z01;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;Z01 Outros exames e investigações especiais de pessoas sem queixa ou diagnóstico relatado
Z02;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;Z02 Exame médico e consulta com finalidades administrativas
Z03;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;Z03 Observação e avaliação médica por doenças e afecções suspeitas
Z04;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;Z04 Exame e observação por outras razões
Z08;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;Z08 Exame de seguimento após tratamento por neoplasia maligna
Z09;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;Z09 Exame de seguimento após tratamento de outras afecções que não neoplasias malignas
Z10;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;"Z10 Exame geral de rotina (""check up"") de uma subpopulação definida"
Z11;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;"Z11 Exame especial de rastreamento (""screening"") de doenças infecciosas e parasitárias"
Z12;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;"Z12 Exame especial de rastreamento (""screening"") de neoplasias"
Z13;Z00 Z13 Pessoas em contato com os serviços de saúde para exame e investigação;"Z13 Exame especial de rastreamento (""screening"") de outros transtornos e doenças"
Z20;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z20 Contato com e exposição a doenças transmissíveis
Z21;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z21 Estado de infecção assintomática pelo vírus da imunodeficiência humana [HIV]
Z22;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z22 Portador de doença infecciosa
Z23;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z23 Necessidade de imunização contra uma única doença bacteriana
Z24;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z24 Necessidade de imunização contra algumas doenças virais únicas
Z25;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z25 Necessidade de imunização contra outras doenças virais únicas
Z26;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z26 Necessidade de imunização contra outras doenças infecciosas únicas
Z27;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z27 Necessidade de imunização associada contra combinações de doenças infecciosas
Z28;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z28 Imunização não realizada
Z29;Z20 Z29 Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis;Z29 Necessidade de outras medidas profiláticas
Z30;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z30 Anticoncepção
Z31;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z31 Medidas de procriação
Z32;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z32 Exame ou teste de gravidez
Z33;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z33 Gravidez como achado casual
Z34;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z34 Supervisão de gravidez normal
Z35;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z35 Supervisão de gravidez de alto risco
Z36;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;"Z36 Rastreamento (""screening"") pré-natal"
Z37;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z37 Resultado do parto
Z38;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z38 Nascidos vivos [nado-vivos] segundo o local de nascimento
Z39;Z30 Z39 Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução;Z39 Assistência e exame pós-natal
Z40;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z40 Cirurgia profilática
Z41;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z41 Procedimentos para outros propósitos exceto cuidados de saúde
Z42;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z42 Seguimento envolvendo cirurgia plástica
Z43;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z43 Atenção a orifícios artificiais
Z44;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z44 Colocação e ajustamento de aparelhos de prótese externa
Z45;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z45 Ajustamento e manuseio de dispositivo implantado
Z46;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z46 Colocação e ajustamento de outros aparelhos
Z47;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z47 Outros cuidados de seguimento ortopédico
Z48;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z48 Outro seguimento cirúrgico
Z49;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z49 Cuidados envolvendo diálise
Z50;Z40 Z54 Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos;Z50 Cuidados envolvendo o uso de procedimentos de reabilitação
